"SAP Buchungskreis";"order number";"article number";"article name"
"M263";"190187033";"2583350";"S 3233/52 SERIES 3000"
"S007";"190404156";"2670809";"BRE 730/10"
"S083";"190322829";"2457201";"EP 5335/10 PHILIPS 5000 LATTEGO"
"S096";"190474620";"2312273";"HX 9339/89 DIAMONDCLEAN WEISS"
"M153";"190452586";"2457183";"SP 9820/18 S9000 PRESTIGE"
"M034";"190410172";"2716503";"BHD350/10 SERIES 3000 2100 W"
"M065";"190487004";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M068";"190516872";"2395868";"GC 2675/85 EASYSPEED ADVANCED 2.400 W"
"M227";"190428242";"2395926";"HD 6563/60 SENSEO VIVA CAFÉ SW"
"M103";"190585136";"1591155";"FC 6149/01"
"S092";"190764676";"2528101";"BHS 378/00 HAARGLÄTTER THERMOPROTECT"
"S036";"310370593";"2583344";"HX9392/40 DIAMONDCLEAN DOPPELPACK"
"M128";"190352339";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"M134";"190522808";"2673179";"HD 9252/90"
"M217";"190420305";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S059";"190325598";"2508141";"HX 9903/13 DIAMONDCLEAN SMART"
"S067";"2193001";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M023";"190501789";"2691535";"HX 6850/57"
"M078";"190479785";"2173358";"B8/12 FIDELIO B8"
"M115";"190328484";"2112375";"FC 6404/01"
"M001";"190480476";"2226511";"HR 3655/00 35.000 U/MIN. 1400W EDELSTAHL"
"S073";"2325873";"2007135";"HD 8917/01 INCANTO OTC STAINLESS STEEL"
"M282";"190320691";"1884015";"S 9711/31"
"S037";"320373097";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"M227";"190431862";"2304227";"GC 220/99 EASY 6 BÜGELBRETT"
"M260";"190200624";"2229915";"HX 8432/01 AIRFLOSS ULTRA"
"S104";"190399650";"2312260";"BRE 652/00 + PEDIKÜRE AUFSATZ ETC"
"S071";"1830544";"2744380";"SH 91/50 SCHERKOPF S9 SERIE"
"S041";"190393795";"2670584";"HD 6562/32 SENSEO VIVA CAFE"
"S034";"190267661";"2712916";"CSA 240/20 SENSEO SELECT ECO"
"M086";"190452583";"2027006";"FC 8375/09"
"M024";"190438494";"2583337";"HR7310/00 1,5L, 700W"
"M221";"190782949";"1591102";"HF 3510/01"
"S020";"190426154";"2716522";"DST5010/10 5000 SERIE 160G DAMPFSTOSS GR/W"
"M134";"190526833";"2670828";"HX 6352/42"
"M162";"190386253";"2312285";"HX 9044/33 4 BÜRSTENKÖPFE SW"
"M100";"190332086";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"M103";"190587529";"2457187";"BT 7520/15 BARTSCHNEIDER M. VAKUUM"
"M055";"190365646";"2638290";"HD 6561/68 SENSEO VIVA CAFE SCHWARZ+200PADS"
"M111";"190418000";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M114";"190452165";"2457199";"HD 7769/00 GRIND&BREW SW/EDELSTAHL"
"S001";"190552416";"2658283";"BRI 959/00"
"S006";"190676871";"2607297";"HD 9260/90 AIRFRYER XL 1,2KG"
"M072";"190455488";"2667275";"HX 9914/57 DIAMONDCLEAN PREMIUM DP"
"M018";"190540030";"2312227";"HD 9630/90 AIRFRYER 1 4KG DREHRAD"
"M188";"190496483";"2583328";"HD9351/90 1,7L, 2200W, EDELSTAHL"
"M114";"190449144";"2583307";"HD 6554/67 SENSEO + MILCHAUFSCHÄUMER-STAB"
"S085";"190293750";"2374420";"PR 3110/00 INFRACARE 150W"
"S319";"190267034";"2112356";"HD 8829/01"
"M282";"190345983";"2457198";"SCF 883/01 BABYNAHRUNGSZUBEREITER"
"M180";"190398281";"1980337";"HX 6512/45 SONICARE EASYCLEAN"
"M103";"190585136";"2670811";"MG 5716/90"
"S092";"190764676";"1687420";"SC 5265/12"
"M072";"190461020";"1883988";"BHD 002/00 ESSENTAL CARE COMPACT"
"M200";"190397100";"2395962";"HD 6592/60 SENSEO SWITCH SCHWARZ"
"M226";"190398861";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"S085";"190293750";"1830359";"SCF 355/00"
"S015";"190381204";"1980324";"NT 3160/10"
"M065";"190490230";"1980325";"NT 5175/16 SERIES 5000 NOSE TRIMMER"
"M266";"190181844";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M200";"190397100";"1822482";"HC 7450/80 7000ER SERIE"
"S400";"190074963";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M017";"190452789";"2457180";"S 3551/12 PHILISHAVE RASIERER WEISS"
"M132";"190324182";"2312215";"HD 6570/60 SENSEO LATTE DUO SW/GR"
"S042";"190338532";"2440862";"68107 ERSATZFILTER AIRFRESH CLEAN CONNECT 500"
"M209";"190487298";"2557198";"43 PUS 6704/12"
"M227";"190421990";"2670375";"EP 5447/90"
"S080";"190493688";"2374414";"S 5270/06 AQUA TOUCH 50MIN/1H LZ"
"M310";"190101521";"2395848";"FC 6823/01 SPEEDPRO MAX 25,2 V ROT"
"M027";"190542864";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M086";"190446663";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"M126";"982818791";"2691428";"MG 7785/20 MULTIGROOM"
"S099";"190292976";"1884704";"HP 8280/00 MOISTURE PROTECT"
"GW03";"206640325";"2161344";"HF 3531/01 WAKE-UP LIGHT, NACHTLICH"
"M115";"190329284";"2161384";"GC 8735/80 PERFECTCARE PERFORMER"
"S307";"190537667";"2395804";"BG 3015/15 SERIES 3000"
"M116";"190549162";"2689595";"B07ZZVRWLK FIRE TV STICK M. ALEXA-SPRACHFERNBED."
"M152";"190332459";"2663281";"TAR 5505/10"
"S315";"190414705";"1883952";"GC 026/00 FUSSELRASIERER TÜRKS"
"M311";"190105928";"2667686";"REDMI 9A 32GB+2GB GREY"
"M312";"190105664";"2027020";"HX 9111/20"
"M014";"190427851";"2528076";"EP 3243/50 3200 LATTEGO W"
"M042";"190481976";"2583326";"GC 365/80 STEAM&GO PLUS 1300W"
"S001";"190557811";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M068";"190516872";"2457207";"GC 4549/00 AZUR 2500W GOLD"
"M014";"190433224";"2583349";"HC7650/15 SERIES 7000"
"M188";"190496483";"2259979";"HX 8431/03 AIRFLOSS ULTRA SCHWARZ"
"S046";"190305085";"2312230";"HD 9652/90 AIRFRYER 1,4KG DIGITAL"
"M300";"190308485";"2457231";"FC 8782/09 PERFORMER SILENT 650W"
"M209";"190487839";"2457208";"GC 8930/10 PERFECTCARE EXPERT +/GRAU"
"S038";"330563297";"2374422";"EP 5365/10 5000 EDELSTAHL"
"M111";"190416743";"2457197";"PR 3120/00 INFRACARE 300W"
"S071";"1830544";"2027051";"SH 50/50"
"M080";"190371459";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M173";"190510561";"2610031";"HTL 3325 SOUNDBAR LAUTSPRECHER"
"M085";"190514545";"1883992";"HP 8232/20"
"M263";"190187033";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M030";"190395311";"2374428";"SM 5573/10 PICOBARISTO DELUXE"
"M050";"190485049";"2663566";"T3215BK/00"
"S023";"190511822";"2528077";"FC 9555/09 POWERPRO ACTIVE"
"M103";"190585136";"1822510";"HX 6510/22"
"M145";"190344646";"2112359";"HX 6322/04"
"M306";"190263554";"2312216";"HD 6574/20 SENSEO LATTE DUO PEARL SIL."
"M299";"190554475";"2735135";"S 9987/55 SHAVER 9000 DARK CHROME"
"M134";"190526833";"1290782";"QC 5115/15"
"M228";"190417166";"2395878";"GC 351/20 STEAM&GO: 1000 W BLAU WEISS"
"M024";"190438494";"2528099";"HD 6561/69 SENSEO VIVA CAFÉ LIMITED"
"M252";"190229330";"2112398";"QP 6520/20"
"S086";"191072971";"2457202";"HD 9359/90 WASSERKOCHER EDELSTAHL"
"M131";"190437112";"2395805";"BG 5020/15 SERIES 5000"
"S096";"190445981";"2122346";"PL24085 BUNDLE LIGHT STRIP+BASIS"
"M115";"190328493";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"S092";"190769318";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"S052";"190345959";"2528090";"HR 2657/90 800W INKL SPIRALSCHNEIDER"
"M188";"190496483";"2583146";"HC5630/15 SERIES 5000"
"S088";"190775388";"2642945";"HR 2534/00 650W METALL WEISS"
"S092";"190765468";"1531000";"HR 7762/90"
"M150";"190313502";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"M162";"190386130";"2716510";"BRI957/00 LUMEA SERIES 9000 INKL. 4 AUFSÄTZE"
"M162";"190386130";"2457184";"SP 9860/16 S9000 PRESTIGE M. LADEPAD"
"S014";"190671112";"1883996";"HP 8372/00"
"S058";"190313128";"2642927";"GC 4567/80 AZUR 2600W"
"S307";"190537667";"2312226";"BHB 876/00 PROCARE AUTO CURLER"
"M087";"190363421";"2716513";"QP6530/15 ONEBLADE PRO"
"M221";"190752111";"2226512";"AC 2889/10 SERIES 2000 MIT APP"
"S063";"190459468";"2312254";"GC 4937/20 AZUR ADVANCED 3000W"
"M010";"190534112";"2457212";"HR 2382/15 PASTAMAKER SW/GRAU"
"M135";"190367051";"1883979";"HP 6393/00"
"M058";"190433333";"2312255";"QP 230/50 ONEBLADE 3X ERSATZKLINGE"
"M086";"190446663";"2716507";"MG5730/15 ALL-IN-ONE TRIMMER 5000"
"M188";"190496483";"2457205";"GC 4537/80 AZUR 2400W SCHWARZ"
"S027";"196826524";"2660341";"HX 9911/27 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"M088";"190606488";"2312203";"HD 6554/10 SENSEO ORIGINAL WEISS"
"M027";"190542708";"2161393";"HR 1921/20 AVANCE 1100W EDELSTAHL"
"M262";"190209707";"2312243";"FC 8243/09 POWERGO"
"M281";"190358233";"2395807";"BRE 644/00 SATINELLE PRESTIGE"
"S315";"190414705";"2457203";"GC 2997/40 POWERLIFE 2400W ROT"
"M147";"190396473";"2739489";"BRI947/00 IPL HAIR REMOVAL KABELGEBUNDEN"
"M135";"190367051";"2410929";"HC 3510/15 INKL. BARTKAMM SCHWARZ"
"M031";"1493523";"2758328";"HX9917/88 DIAMONDCLEAN SMART 9300 WEISS"
"M301";"190285828";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M242";"190285813";"2229904";"HD 5408/20 CAFÉ GOURMET SW"
"M065";"190486895";"2457232";"FC 8253/09 POWERGO PROMO 750W GRAU"
"M301";"190285701";"2312207";"HD 6554/68 SENSEO ORIGINAL SW"
"S006";"190679100";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M226";"190398861";"2670818";"S 5588/30"
"M118";"190444211";"2229912";"HR 3556/00 27.000U/MIN 900W EDELS."
"M065";"190486090";"2312248";"FC 9741/09 POWERPRO EXPERT"
"S056";"190478319";"2570476";"HR 3746/00 HANDMIXER 3L RÜHRSCHÜSSEL"
"M197";"190506389";"2663580";"E1205BK/00"
"M296";"190097277";"2528072";"EP 2220/10 2200 PANARELLO SW"
"M055";"190365646";"2229902";"HD 2581/90 2-SCHLICHTZ 830W SW"
"M223";"190395951";"2528100";"SCD 733/26 AUDIO-BABYPHONE DECT"
"S020";"190426536";"2728698";"HX9992/11 SONICARE PRESTIGE CHAMPAGNE"
"M305";"190145571";"2229913";"HR 3741/00 450W WEISS"
"M211";"190385293";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"M078";"190479189";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"S082";"190770650";"2623827";"HD 6554/65 SENSEO ORIGINAL SW"
"M206";"190314881";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M281";"190362451";"1724791";"HX 6511/22"
"M248";"190366995";"2716504";"QP6550/15 ONEBLADE PRO FACE & BODY"
"S324";"194324507";"2027027";"BT 5205/16 BEARD TRIMMER SERIES 5000 SILVER"
"M082";"190317208";"2259978";"HX 8431/02 AIRFLOSS ULTRA PINK"
"M066";"190457595";"2643594";"QP 6620/20 ONEBLADE PRO FACE + BODY"
"S097";"190411983";"2229884";"BT 9297/15 LASER-GUIDE-TECHNOLOGIE"
"M242";"190287545";"2511333";"HX 9903/03 DIAMONDCLEAN SMART W"
"M198";"190478028";"2670831";"HX 8494/03"
"M311";"190106345";"2716530";"XC8347/01 SPEEDPRO MAX AQUA DOPPELDÜSE"
"S306";"190407788";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M291";"190168247";"2395941";"HD 6563/80 SENSEO VIVA CAFÉ ROT"
"GW04";"314569335";"2161342";"AC 2887/10 LUFTREINIGER"
"S077";"126037709";"2395919";"HD 6563/10 SENSEO VIVA CAFÉ, MINT-GRÜN"
"M018";"190546284";"2528071";"S 7960/17 SERIES 7000 ANTHRAZIT"
"S044";"190512447";"2410931";"HC 3530/15 INKL. BARTKAMM SILBER"
"GW03";"206548030";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S071";"1835184";"2112399";"QP 6510/20"
"S202";"190315878";"2643591";"HX 8438/03 AIRFLOSS ULTRA + ZUB SW"
"M077";"190407208";"1980336";"HX 8032/07 AIR FLOSS ULTRA 2ER PACK"
"M304";"190279516";"2395845";"FC 6812/01 SPEEDPRO MAX 18 V WEISS"
"S040";"190584667";"1980322";"HC 9450/20"
"M173";"190507844";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M068";"190521483";"2213019";"HD 7865/60 SENSEO QUADRANTE SCHWARZ"
"M066";"190455750";"2670808";"BRE 700/00"
"M249";"190158761";"2112393";"QP 220/50 2ER ERSATZKLINGE"
"M301";"190285827";"2457200";"EP 5330/10 PHILIPS 5000 LATTEGO/SW"
"M109";"190389676";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"S048";"190412207";"2653880";"TAR 5005/10"
"S076";"190848945";"2312274";"HX 9359/89 DIAMONDCLEAN SCHWARZ"
"M086";"190446663";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"M103";"190585136";"2583350";"S 3233/52 SERIES 3000"
"M281";"190362451";"2670809";"BRE 730/10"
"S319";"190276900";"2457201";"EP 5335/10 PHILIPS 5000 LATTEGO"
"M116";"190548192";"2312273";"HX 9339/89 DIAMONDCLEAN WEISS"
"M251";"190274710";"2457183";"SP 9820/18 S9000 PRESTIGE"
"S208";"190430769";"2716503";"BHD350/10 SERIES 3000 2100 W"
"M171";"190323115";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"M065";"190490230";"2395868";"GC 2675/85 EASYSPEED ADVANCED 2.400 W"
"S319";"190278994";"2395926";"HD 6563/60 SENSEO VIVA CAFÉ SW"
"M073";"190362461";"1591155";"FC 6149/01"
"S010";"190385103";"2528101";"BHS 378/00 HAARGLÄTTER THERMOPROTECT"
"GW03";"206576411";"2583344";"HX9392/40 DIAMONDCLEAN DOPPELPACK"
"M018";"190546287";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S400";"190074963";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S307";"190532717";"2508141";"HX 9903/13 DIAMONDCLEAN SMART"
"S044";"190512447";"2457190";"HX 6807/35 PROTECTIVECLEAN 2ER-PACK"
"M116";"190546556";"2691535";"HX 6850/57"
"S085";"190297505";"2670816";"S 7788/55"
"M210";"190490736";"2112375";"FC 6404/01"
"M065";"190489903";"2226511";"HR 3655/00 35.000 U/MIN. 1400W EDELSTAHL"
"S019";"190362344";"1884015";"S 9711/31"
"M149";"190459359";"2519397";"SM 7683/10 XELSIS EDELSTAHL FRONT"
"M219";"190394263";"2229915";"HX 8432/01 AIRFLOSS ULTRA"
"M018";"190539388";"1923298";"FC 7080/01 AQUA TRIO"
"M077";"190407208";"2670584";"HD 6562/32 SENSEO VIVA CAFE"
"S034";"190267661";"2712916";"CSA 240/20 SENSEO SELECT ECO"
"S053";"190360052";"2027006";"FC 8375/09"
"M024";"190439713";"2608136";"PH802BK PERFORMANCE ON-EAR WIRELESS"
"M197";"190502966";"1591102";"HF 3510/01"
"M028";"190418992";"2716522";"DST5010/10 5000 SERIE 160G DAMPFSTOSS GR/W"
"M252";"190229330";"2670828";"HX 6352/42"
"M223";"190397004";"2312285";"HX 9044/33 4 BÜRSTENKÖPFE SW"
"S313";"190300119";"2583347";"BHD274/00 DRYCARE PRO 2200WATT"
"S038";"330569863";"2457187";"BT 7520/15 BARTSCHNEIDER M. VAKUUM"
"M172";"190431163";"2638290";"HD 6561/68 SENSEO VIVA CAFE SCHWARZ+200PADS"
"S040";"190584552";"2457193";"HX 6821/47 PROTECTIVECLEAN PROMO"
"M140";"190301347";"2457199";"HD 7769/00 GRIND&BREW SW/EDELSTAHL"
"S303";"190522038";"2658283";"BRI 959/00"
"M266";"190184798";"2607297";"HD 9260/90 AIRFRYER XL 1,2KG"
"M073";"190364810";"2667275";"HX 9914/57 DIAMONDCLEAN PREMIUM DP"
"M134";"190526833";"1735436";"HPS 930/00"
"M046";"190372023";"2583328";"HD9351/90 1,7L, 2200W, EDELSTAHL"
"S082";"190770650";"2583307";"HD 6554/67 SENSEO + MILCHAUFSCHÄUMER-STAB"
"S217";"190279002";"2374420";"PR 3110/00 INFRACARE 150W"
"M282";"190351604";"2112356";"HD 8829/01"
"GW04";"314855434";"2457198";"SCF 883/01 BABYNAHRUNGSZUBEREITER"
"M180";"190398281";"1980337";"HX 6512/45 SONICARE EASYCLEAN"
"M044";"190415746";"2670811";"MG 5716/90"
"M082";"190317208";"2583338";"HR7510/10 1,5L, 800W"
"S304";"190712364";"1883988";"BHD 002/00 ESSENTAL CARE COMPACT"
"M210";"190498950";"2395962";"HD 6592/60 SENSEO SWITCH SCHWARZ"
"M085";"190511318";"2457191";"HX 6807/51 PROTECTIVECLEAN WEISS/MINT"
"M228";"190417166";"1980324";"NT 3160/10"
"S041";"190393795";"2670583";"HD 6554/22 SENSEO ORIGINAL"
"M162";"190382916";"1822482";"HC 7450/80 7000ER SERIE"
"M154";"190489308";"2457162";"SCD 503/26 AUDIO-BABYPHONE"
"M010";"190530620";"2457180";"S 3551/12 PHILISHAVE RASIERER WEISS"
"S017";"190289452";"2312215";"HD 6570/60 SENSEO LATTE DUO SW/GR"
"M227";"190432861";"2670375";"EP 5447/90"
"M306";"190263104";"2229891";"FC 9331/09 POWER PRO COMPACT"
"M078";"190479189";"2643589";"HX 8261/01 AIRFLOSS + ZUBEHÖR"
"S033";"190327004";"2691428";"MG 7785/20 MULTIGROOM"
"S210";"190575960";"1884704";"HP 8280/00 MOISTURE PROTECT"
"S069";"190349891";"2161344";"HF 3531/01 WAKE-UP LIGHT, NACHTLICH"
"S015";"190381263";"2161384";"GC 8735/80 PERFECTCARE PERFORMER"
"S307";"190537667";"2395804";"BG 3015/15 SERIES 3000"
"M034";"190410172";"1019418";"HD 7546/20 GAIA THERM"
"S038";"330558116";"1883952";"GC 026/00 FUSSELRASIERER TÜRKS"
"M173";"190507270";"2718662";"HD 9280/90 AIRFRYER ESSENTIAL XL"
"M082";"190317208";"2027020";"HX 9111/20"
"M147";"190396727";"2528076";"EP 3243/50 3200 LATTEGO W"
"M147";"190397438";"2583326";"GC 365/80 STEAM&GO PLUS 1300W"
"M177";"190365520";"2457169";"BG 7025/15 BODYGROOM SERIES 7000"
"M155";"190415564";"2457207";"GC 4549/00 AZUR 2500W GOLD"
"S041";"190403755";"2583349";"HC7650/15 SERIES 7000"
"M237";"190341379";"2259979";"HX 8431/03 AIRFLOSS ULTRA SCHWARZ"
"S031";"190606697";"2312230";"HD 9652/90 AIRFRYER 1,4KG DIGITAL"
"M039";"190465808";"2457231";"FC 8782/09 PERFORMER SILENT 650W"
"M098";"190531657";"2457208";"GC 8930/10 PERFECTCARE EXPERT +/GRAU"
"M078";"190477165";"2735136";"S 9987/59 SHAVER 9000 DARK CHROME +"
"M024";"190438494";"2457197";"PR 3120/00 INFRACARE 300W"
"M196";"190346163";"2027051";"SH 50/50"
"M078";"190479189";"2643590";"HX 8438/01 AIRFLOSS ULTRA + ZUB"
"M173";"190510556";"2610031";"HTL 3325 SOUNDBAR LAUTSPRECHER"
"S058";"190315731";"1883992";"HP 8232/20"
"M190";"190567693";"1676843";"HP 8230/00 THERMOPROTECT 2100W"
"M003";"190480424";"2457179";"S 5550/72 RASIERER PROMO SW/TÜRKIS"
"S061";"190416829";"2663566";"T3215BK/00"
"M052";"190300885";"2528077";"FC 9555/09 POWERPRO ACTIVE"
"M103";"190585136";"1822510";"HX 6510/22"
"M145";"190348136";"2112359";"HX 6322/04"
"M024";"190439439";"2312216";"HD 6574/20 SENSEO LATTE DUO PEARL SIL."
"M059";"190429260";"2735135";"S 9987/55 SHAVER 9000 DARK CHROME"
"M134";"190526833";"1290782";"QC 5115/15"
"M153";"190451057";"2395878";"GC 351/20 STEAM&GO: 1000 W BLAU WEISS"
"M024";"190438494";"2528099";"HD 6561/69 SENSEO VIVA CAFÉ LIMITED"
"M066";"190457595";"2112398";"QP 6520/20"
"S037";"320374449";"2457202";"HD 9359/90 WASSERKOCHER EDELSTAHL"
"M266";"190181844";"2395805";"BG 5020/15 SERIES 5000"
"M058";"190432350";"2015868";"CA 6903/00 AQUACLEAN"
"S063";"190460219";"2457172";"BRI 921/00 LUMEA IPL INKL. TRIMMER"
"M176";"190264226";"2528096";"BT 5502/15 SERIES 5000 SW/SILBER"
"M312";"190105255";"2528090";"HR 2657/90 800W INKL SPIRALSCHNEIDER"
"M206";"190313092";"2583146";"HC5630/15 SERIES 5000"
"M217";"190420888";"2642945";"HR 2534/00 650W METALL WEISS"
"M001";"190486399";"2395851";"FC 6826/01 BRONZE SPEEDPRO MAX 25,2 V"
"M299";"190554475";"2716510";"BRI957/00 LUMEA SERIES 9000 INKL. 4 AUFSÄTZE"
"S047";"190352809";"2457184";"SP 9860/16 S9000 PRESTIGE M. LADEPAD"
"S084";"190384138";"1883996";"HP 8372/00"
"M219";"190394263";"2642927";"GC 4567/80 AZUR 2600W"
"GW04";"314718682";"2312226";"BHB 876/00 PROCARE AUTO CURLER"
"S337";"190194579";"2716513";"QP6530/15 ONEBLADE PRO"
"S201";"190627597";"2312254";"GC 4937/20 AZUR ADVANCED 3000W"
"M115";"190330949";"2457212";"HR 2382/15 PASTAMAKER SW/GRAU"
"M310";"190101939";"1883979";"HP 6393/00"
"M147";"190397385";"2312255";"QP 230/50 ONEBLADE 3X ERSATZKLINGE"
"M015";"190422451";"2716507";"MG5730/15 ALL-IN-ONE TRIMMER 5000"
"M180";"190398281";"2457205";"GC 4537/80 AZUR 2400W SCHWARZ"
"M148";"190335845";"2660341";"HX 9911/27 DIAMONDCLEAN PREMIUM MIT LADEGLAS"
"M024";"190438494";"2312203";"HD 6554/10 SENSEO ORIGINAL WEISS"
"M227";"190400061";"2161393";"HR 1921/20 AVANCE 1100W EDELSTAHL"
"M086";"190448847";"2312243";"FC 8243/09 POWERGO"
"M100";"190327531";"2395807";"BRE 644/00 SATINELLE PRESTIGE"
"M055";"190365646";"2457203";"GC 2997/40 POWERLIFE 2400W ROT"
"M225";"190362024";"2739489";"BRI947/00 IPL HAIR REMOVAL KABELGEBUNDEN"
"S041";"190403755";"2410929";"HC 3510/15 INKL. BARTKAMM SCHWARZ"
"S307";"190537667";"2716506";"MG3740/15 ALL-IN-ONE TRIMMER 3000"
"M160";"190283432";"2388509";"SM 5570/10 PICOBARISTO DELUXE"
"M064";"190550443";"2229904";"HD 5408/20 CAFÉ GOURMET SW"
"M064";"190550440";"2457232";"FC 8253/09 POWERGO PROMO 750W GRAU"
"M180";"190398281";"2312207";"HD 6554/68 SENSEO ORIGINAL SW"
"M201";"190379294";"2583321";"XC8147/01 SPEEDPRO MAX+ AQUA"
"M018";"190543441";"2670818";"S 5588/30"
"M300";"190308639";"2229912";"HR 3556/00 27.000U/MIN 900W EDELS."
"S311";"190413817";"2312248";"FC 9741/09 POWERPRO EXPERT"
"M306";"190264699";"2663580";"E1205BK/00"
"M062";"190517111";"2528072";"EP 2220/10 2200 PANARELLO SW"
"S213";"190872858";"2229902";"HD 2581/90 2-SCHLICHTZ 830W SW"
"M186";"190498756";"2528100";"SCD 733/26 AUDIO-BABYPHONE DECT"
"M240";"190341863";"2728698";"HX9992/11 SONICARE PRESTIGE CHAMPAGNE"
"S023";"190514187";"2457188";"QP 6505/20 ONEBLADE PRO SW/GRÜN"
"S318";"190261089";"1930349";"HX6732/42 SONICARE HEALTHYWHITE"
"M132";"190322462";"2623827";"HD 6554/65 SENSEO ORIGINAL SW"
"M065";"190487030";"2528075";"EP 3246/70 3200 LATTEGO SW"
"M234";"190391055";"1724791";"HX 6511/22"
"S041";"190403755";"2716504";"QP6550/15 ONEBLADE PRO FACE & BODY"
"M138";"190424097";"2027027";"BT 5205/16 BEARD TRIMMER SERIES 5000 SILVER"
"M221";"190785401";"2259976";"HR 3657/90 35000U/MIN 1400W TITANIUM"
"M291";"190168247";"2643594";"QP 6620/20 ONEBLADE PRO FACE + BODY"
"M027";"190540187";"2229884";"BT 9297/15 LASER-GUIDE-TECHNOLOGIE"
"M053";"1666834";"2670831";"HX 8494/03"
"M171";"190319807";"2716530";"XC8347/01 SPEEDPRO MAX AQUA DOPPELDÜSE"
"M029";"190371175";"2583341";"HX9601/03 EXPERTCLEAN WHITE-GOLD"
"M187";"190448059";"2395941";"HD 6563/80 SENSEO VIVA CAFÉ ROT"
"GW04";"314072833";"2161342";"AC 2887/10 LUFTREINIGER"
"M042";"190481976";"2395919";"HD 6563/10 SENSEO VIVA CAFÉ, MINT-GRÜN"
"M115";"190328785";"2528071";"S 7960/17 SERIES 7000 ANTHRAZIT"
"S021";"190243841";"2410931";"HC 3530/15 INKL. BARTKAMM SILBER"
"M018";"190540071";"2528074";"EP 2231/40 2200 LATTEGO SW"
"S216";"190422888";"2112399";"QP 6510/20"
"M223";"190399013";"2643591";"HX 8438/03 AIRFLOSS ULTRA + ZUB SW"
"S315";"190401683";"1980336";"HX 8032/07 AIR FLOSS ULTRA 2ER PACK"
"S096";"190445981";"2486074";"HUE PLAY DOPPELPACK SCHWARZ INKL. BRIDGE"
"S060";"190478813";"1980322";"HC 9450/20"
"M306";"190263104";"2642973";"HR 3573/90 5000 SERIES 1000W + AUF"
"M048";"1702820";"2213019";"HD 7865/60 SENSEO QUADRANTE SCHWARZ"
"M042";"190481976";"2670808";"BRE 700/00"
"S099";"190290992";"2457177";"S 5290/12 RASIERER SW/SILBER"
"M131";"190440820";"2528091";"HR 1856/70 ENTSAFTER (ZENTRIFUGAL) 800W"
"M300";"190308639";"2653880";"TAR 5005/10"
"M015";"190425480";"2457171";"MG 7745/15 MULTIGROOM EDELSTAHL"
"S077";"126037709";"2583350";"S 3233/52 SERIES 3000"
"M246";"190235822";"2670809";"BRE 730/10"
"S087";"190346576";"2457201";"EP 5335/10 PHILIPS 5000 LATTEGO"
"M200";"190397100";"2312273";"HX 9339/89 DIAMONDCLEAN WEISS"
"M089";"190520957";"2457183";"SP 9820/18 S9000 PRESTIGE"
"M053";"1666335";"2716503";"BHD350/10 SERIES 3000 2100 W"
"S018";"190276388";"2312219";"SM 7580/00 XELSIS PIANO BLACK"
"S053";"190355097";"2395926";"HD 6563/60 SENSEO VIVA CAFÉ SW"
"M126";"982814685";"1591155";"FC 6149/01"
"M227";"190426172";"2583344";"HX9392/40 DIAMONDCLEAN DOPPELPACK"
"M280";"190312638";"2494904";"HD 9762/90 AIRFRYER 1,4KG"
"S023";"190514187";"2457194";"HX 6839/28 PROTECTIVECLEAN WEISS"
"S335";"190217144";"2508141";"HX 9903/13 DIAMONDCLEAN SMART"
